Date,Open,High,Low,Close,Adj Close,Volume
2007-11-30,108.570000,109.190002,103.930000,105.180000,76.883553,12900200
2007-12-03,105.550003,107.139999,104.580002,105.830002,77.358650,7918800
2007-12-04,105.410004,107.419998,104.720001,106.629997,77.943428,6361800
2007-12-05,107.830002,108.519997,106.980003,108.160004,79.061798,6090400
2007-12-06,108.000000,110.000000,107.930000,109.699997,80.187523,5315500
2007-12-07,109.680000,110.000000,107.949997,108.860001,79.573509,5985500
2007-12-10,109.379997,110.260002,109.000000,109.389999,79.960922,4442200
2007-12-11,109.339996,110.400002,106.459999,106.989998,78.206573,8439700
2007-12-12,109.169998,110.199997,107.379997,108.470001,79.288437,7879800
2007-12-13,108.000000,108.639999,106.940002,108.180000,79.076439,6252800
2007-12-14,107.309998,107.559998,104.099998,105.769997,77.314781,9711200
2007-12-17,105.370003,105.989998,104.000000,104.529999,76.408394,7131100
2007-12-18,105.080002,106.970001,104.129997,106.309998,77.709534,8042000
2007-12-19,106.540001,108.379997,105.870003,107.139999,78.316261,7031100
2007-12-20,107.779999,109.489998,107.610001,108.839996,79.558899,8030900
2007-12-21,109.900002,111.160004,109.150002,111.050003,81.174316,13246600
2007-12-24,111.199997,112.000000,110.550003,111.650002,81.612923,2342400
2007-12-26,110.900002,112.190002,110.900002,111.559998,81.547134,3849400
2007-12-27,110.529999,111.300003,109.489998,109.599998,80.114441,4513600
2007-12-28,110.760002,110.760002,109.110001,110.089996,80.472610,5834500
2007-12-31,109.510002,110.000000,107.260002,108.099998,79.017967,5732300
2008-01-02,108.989998,108.989998,104.169998,104.690002,76.525360,9503500
2008-01-03,104.830002,105.570000,103.980003,104.900002,76.678848,7528900
2008-01-04,103.949997,103.949997,100.480003,101.129997,73.923096,11034600
2008-01-07,100.250000,101.000000,99.029999,100.050003,73.133636,12650400
2008-01-08,100.050003,100.379997,97.169998,97.589996,71.335457,9434400
2008-01-09,97.760002,99.150002,97.160004,98.309998,71.861755,10922100
2008-01-10,97.389999,100.860001,97.150002,99.919998,73.038612,10634700
2008-01-11,99.199997,99.459999,97.040001,97.669998,71.393929,8959900
2008-01-14,105.010002,105.589996,101.330002,102.930000,75.238831,18009400
2008-01-15,102.029999,104.639999,101.230003,101.830002,74.434792,11629500
2008-01-16,100.139999,102.860001,100.139999,101.629997,74.288544,12681700
2008-01-17,102.000000,103.449997,100.050003,101.099998,73.901169,11934000
2008-01-18,106.720001,106.720001,102.500000,103.400002,75.582405,23871700
2008-01-22,98.550003,103.089996,98.550003,101.220001,73.988892,15129500
2008-01-23,99.629997,106.339996,98.500000,106.099998,77.556015,19588100
2008-01-24,106.379997,107.510002,104.680000,106.910004,78.148109,13025700
2008-01-25,107.790001,107.790001,104.099998,104.519997,76.401085,10025400
2008-01-28,104.440002,105.769997,103.830002,104.980003,76.737343,7858500
2008-01-29,105.500000,106.800003,104.599998,106.099998,77.556015,6616200
2008-01-30,105.849998,107.650002,104.860001,105.650002,77.227089,7431100
2008-01-31,104.209999,107.970001,103.699997,107.110001,78.294319,9054600
2008-02-01,107.160004,109.400002,105.860001,109.080002,79.734291,8047100
2008-02-04,108.669998,109.000000,107.230003,107.930000,78.893707,5985500
2008-02-05,107.059998,108.050003,104.680000,105.019997,76.766563,9048900
2008-02-06,105.050003,106.489998,103.580002,103.589996,76.010780,8265700
2008-02-07,102.889999,104.000000,100.599998,102.339996,75.093575,11255800
2008-02-08,102.190002,103.669998,102.070000,103.269997,75.775970,6085600
2008-02-11,103.050003,105.550003,102.870003,105.139999,77.148148,6098300
2008-02-12,105.160004,107.330002,104.699997,106.529999,78.168045,7650200
2008-02-13,107.129997,108.930000,106.800003,108.419998,79.554901,6608200
2008-02-14,107.940002,108.500000,105.500000,106.129997,77.874542,7340600
2008-02-15,105.269997,106.250000,105.000000,106.160004,77.896576,6235600
2008-02-19,106.940002,107.620003,104.639999,105.000000,77.045395,7376400
2008-02-20,105.430000,108.209999,104.529999,107.849998,79.136635,7671000
2008-02-21,108.099998,109.599998,106.430000,106.930000,78.461571,8328000
2008-02-22,107.139999,108.480003,105.709999,108.070000,79.298065,7917200
