Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,153.302917,159.870193,151.762924,159.621811,159.621811,7267900
2009-01-05,159.462845,164.549759,156.482239,162.965073,162.965073,9841400
2009-01-06,165.414139,169.298874,162.140427,165.950653,165.950653,12933900
2009-01-07,163.099197,164.385834,158.345123,159.964584,159.964584,9047400
2009-01-08,158.111633,161.544312,157.644669,161.544312,161.544312,7248100
2009-01-09,162.691849,162.691849,155.687408,156.517014,156.517014,8737300
2009-01-12,157.132996,158.444473,154.112640,155.334702,155.334702,6651500
2009-01-13,154.877670,159.264145,154.192123,156.144424,156.144424,8922500
2009-01-14,153.998383,155.886108,147.912964,149.512558,149.512558,11006800
2009-01-15,147.823547,150.809128,142.468384,148.528961,148.528961,11946100
2009-01-16,151.524475,153.129044,146.894592,148.866760,148.866760,10516700
2009-01-20,148.603485,148.782318,140.461441,140.461441,140.461441,10161900
2009-01-21,143.243347,150.769394,143.243347,150.560745,150.560745,9912900
2009-01-22,148.057037,153.675491,146.621368,152.259705,152.259705,16641500
2009-01-23,153.635742,164.907440,151.127060,161.300888,161.300888,21605100
2009-01-26,161.375412,162.940231,159.244263,160.888580,160.888580,9281300
2009-01-27,162.170242,165.856262,161.087280,164.668991,164.668991,9918600
2009-01-28,167.897980,175.026627,167.068375,173.208450,173.208450,15482700
2009-01-29,171.156784,171.410141,168.956100,170.550735,170.550735,14662200
2009-01-30,171.231308,173.273026,166.914383,168.171204,168.171204,9404600
2009-02-02,166.064911,171.385300,164.927307,169.184616,169.184616,10481500
2009-02-03,170.178162,170.391769,165.836395,169.125000,169.125000,13198200
2009-02-04,168.936234,176.074799,168.489136,170.391769,170.391769,13723400
2009-02-05,169.353516,176.541763,167.411148,175.717133,175.717133,14623200
2009-02-06,177.078278,185.697220,176.571579,184.440399,184.440399,14167600
2009-02-09,184.440399,189.268982,182.463257,188.161194,188.161194,10019200
2009-02-10,186.775208,187.530289,177.788651,178.096649,178.096649,14299800
2009-02-11,178.315231,181.320679,175.359451,177.863174,177.863174,10531100
2009-02-12,175.438934,180.635147,174.604370,180.351990,180.351990,11172800
2009-02-13,179.924759,180.322174,176.467255,177.684341,177.684341,8347200
2009-02-17,172.135422,172.423553,168.747467,170.222870,170.222870,11434600
2009-02-18,172.498062,175.548233,169.159775,175.414093,175.414093,12127300
2009-02-19,177.580017,178.737488,169.601898,170.212936,170.212936,10042200
2009-02-20,167.932755,173.332642,166.417618,172.105621,172.105621,12515000
2009-02-23,172.378845,173.769791,163.710220,163.963577,163.963577,10510000
2009-02-24,164.440475,173.680374,164.375900,171.608856,171.608856,12271000
2009-02-25,169.969513,175.011719,168.364944,169.716156,169.716156,12961800
2009-02-26,171.862198,175.106110,167.490631,167.500565,167.500565,11284100
2009-02-27,165.399231,170.799118,164.485184,167.902954,167.902954,10910400
2009-03-02,165.588013,169.249191,161.946686,162.522949,162.522949,11652200
2009-03-03,163.968536,165.766846,160.133484,161.688370,161.688370,13134400
2009-03-04,160.535873,163.436996,156.671005,158.429565,158.429565,15738400
2009-03-05,157.217453,158.509048,150.342163,151.832474,151.832474,13144600
2009-03-06,152.617371,154.092773,146.174271,153.288010,153.288010,14562400
2009-03-09,149.020767,152.294464,143.789780,144.505127,144.505127,13026700
2009-03-10,148.161346,154.246780,146.174271,153.089294,153.089294,13547800
2009-03-11,154.048065,158.966080,151.867249,157.927826,157.927826,11924100
2009-03-12,157.744034,161.449921,155.811600,160.719681,160.719681,10113500
2009-03-13,161.996368,162.671982,158.484207,161.161804,161.161804,7863500
2009-03-16,161.941727,163.799637,158.265640,158.812088,158.812088,9957800
2009-03-17,159.055496,166.586517,158.514023,166.586517,166.586517,9486300
2009-03-18,166.323227,168.901459,162.965073,165.473755,165.473755,10089500
2009-03-19,164.768341,166.914383,162.632233,163.903961,163.903961,8275800
2009-03-20,164.082794,165.419113,162.115601,164.013245,164.013245,9537300
2009-03-23,165.702271,173.595932,165.438980,173.173676,173.173676,8598400
2009-03-24,172.130463,175.776749,170.888535,172.463287,172.463287,7689600
2009-03-25,174.067856,174.534821,167.038574,170.923309,170.923309,8728900
2009-03-26,175.424042,178.419556,173.123993,175.503525,175.503525,12084600
2009-03-27,173.869156,174.862686,171.618790,172.726578,172.726578,6688700
2009-03-30,170.168213,170.794144,166.939224,170.237762,170.237762,6228400
2009-03-31,173.337601,175.612808,171.971497,172.905411,172.905411,7358000
2009-04-01,170.779251,176.472214,169.204483,175.900940,175.900940,6645300
2009-04-02,180.481140,183.685303,178.995804,180.078766,180.078766,9034200
2009-04-03,181.072296,184.658966,177.843307,183.695236,183.695236,7628800
2009-04-06,182.314224,183.715103,179.532318,182.930222,182.930222,6603200
2009-04-07,180.128433,180.699722,176.506989,178.166199,178.166199,7408000
2009-04-08,180.575531,181.320679,176.954086,179.830383,179.830383,5566200
2009-04-09,183.556137,185.965469,181.941650,185.046448,185.046448,6809000
2009-04-13,184.465225,188.325119,183.953552,187.833328,187.833328,6139800
2009-04-14,187.252106,187.276947,181.618744,183.263046,183.263046,6901700
2009-04-15,182.363892,189.298798,180.903397,188.523834,188.523834,9925500
2009-04-16,189.517365,195.180542,189.278915,193.113983,193.113983,20502500
2009-04-17,191.762772,198.618179,191.161682,194.852676,194.852676,21601000
2009-04-20,191.827347,194.062805,186.730499,188.424484,188.424484,8915300
2009-04-21,186.869598,190.908325,186.834824,189.502472,189.502472,7438800
2009-04-22,189.641571,193.739914,188.280411,190.689743,190.689743,7049100
2009-04-23,192.502960,193.615723,189.323639,191.102066,191.102066,5251900
2009-04-24,191.777664,195.319641,189.020599,193.486557,193.486557,6814800
2009-04-27,190.928192,193.486557,190.138336,191.727997,191.727997,4610800
2009-04-28,190.635101,193.267975,189.537247,190.615234,190.615234,5925300
2009-04-29,191.737930,196.208847,191.668381,194.470154,194.470154,7266900
2009-04-30,196.601303,200.570480,196.124405,196.705612,196.705612,8768000
2009-05-01,196.238663,197.510391,194.509903,195.572983,195.572983,4886900
2009-05-04,197.798508,199.899841,196.119431,199.691208,199.691208,6447700
2009-05-05,198.697662,201.191437,197.341476,200.192932,200.192932,4832700
2009-05-06,202.080658,202.820847,199.204361,200.431381,200.431381,5299900
2009-05-07,200.744354,201.186478,194.981827,197.023544,197.023544,6038400
2009-05-08,200.123398,203.739868,196.223755,202.348923,202.348923,7780400
2009-05-11,200.098557,204.668823,199.303726,202.671814,202.671814,5151800
2009-05-12,203.680252,204.167084,196.278397,198.215790,198.215790,7630800
2009-05-13,195.771698,196.914261,192.920242,193.511398,193.511398,5722500
2009-05-14,193.143784,194.837769,191.102066,192.497986,192.497986,5912100
2009-05-15,194.286362,195.781631,193.287842,193.739914,193.739914,6056500
